"rama","energia_por_MUSD_TJ","CO2_por_TJ_Gg","CO2_por_MUSD_Gg"
"Verde (energía renovable)",1.28975587832427,0.00882132065193575,0.0113773501654174
"No verde (energía fósil)",3.08190883343762,0.0582716376167466,0.179587874709927
"Razón no verde / verde",2.38952881334554,6.60577252726432,15.7846837883044
