"period","anio","Y","Y_eff","E","CO2","Cstock","damage","YD","Cd","Hh","TXd","Ns","def","phi","sigma","omega","E_g","E_c","Y_g","Y_c","CO2_g","CO2_c","esc"
8,2029,94074.7699482923,93341.0096505546,121333.487542813,1070.32159943281,8928.41949254586,0.00779975649306475,81201.8949536761,80547.5190367232,60224.7944707819,12139.1146968785,2326698.01016719,1.47556695111091,1.28975587832427,0.00882132065193575,0.999999999999998,121333.487542813,2.42473016750582e-10,94074.7699482922,7.86762457473874e-11,1070.3215994328,1.41292997639291e-11,"3. Totalmente renovable"
9,2030,94851.655215991,94183.75475906,122335.479883611,1079.16049516177,8060.47006139489,0.00704152663873011,81944.3932119783,81324.4043044219,60844.7833783383,12239.3615470817,2345912.27353957,1.35779324204167,1.28975587832427,0.00882132065193575,0.999999999999998,122335.479883611,2.44475399691635e-10,94851.6552159909,7.93259674131707e-11,1079.16049516176,1.42459818970401e-11,"3. Totalmente renovable"
10,2031,95565.4611423198,94948.5147830143,123256.115273077,1087.28171513576,7389.92428193414,0.00645574616530896,82617.0459470625,82038.2102307507,61423.61909465,12331.4688359518,2363566.43128396,1.25127013601334,1.28975587832427,0.00882132065193575,0.999999999999998,123256.115273076,2.4631519878364e-10,95565.4611423197,7.99229348094944e-11,1087.28171513575,1.4353190003017e-11,"3. Totalmente renovable"
11,2032,96215.70532028,95638.0093338548,124094.771523947,1094.67977084144,6873.00919703806,0.00600417556055104,83222.6350186595,82688.454408711,61957.7997045985,12415.3743151954,2379648.55230126,1.15560821663424,1.28975587832427,0.00882132065193575,0.999999999999998,124094.771523947,2.47991170646671e-10,96215.70532028,8.04667444916135e-11,1094.67977084143,1.44508516280754e-11,"3. Totalmente renovable"
12,2033,96803.8484383732,96256.235930777,124853.332567804,1101.37128104337,6475.51447583274,0.00565692910385525,83764.9694632794,83276.5975268041,62446.1716410738,12491.2664674976,2394194.76297297,1.07018931662726,1.28975587832427,0.00882132065193575,0.999999999999998,124853.332567803,2.49507080132323e-10,96803.8484383732,8.09586180568549e-11,1101.37128104335,1.45391861562831e-11,"3. Totalmente renovable"
13,2034,97332.6514945627,96807.9636799364,125535.359418,1107.38765858218,6170.72179002112,0.00539066599511774,84248.462116518,83805.4005829936,62889.2331745982,12559.5015634183,2407273.34949817,0.994269993975066,1.28975587832427,0.00882132065193575,0.999999999999998,125535.359418,2.50870043574824e-10,97332.6514945627,8.14008645722979e-11,1107.38765858216,1.46186082680894e-11,"3. Totalmente renovable"
14,2035,97805.6945093563,97298.3596296868,126145.46942703,1112.76963460479,5937.7802760967,0.00518717117867759,84677.8180720565,84278.4435977872,63288.6076488675,12620.5415576303,2418972.85449668,0.927051700299571,1.28975587832427,0.00882132065193575,0.999999999999998,126145.46942703,2.52089288298068e-10,97805.6945093562,8.17964780667709e-11,1112.76963460478,1.46896556547684e-11,"3. Totalmente renovable"
15,2036,98227.0206903873,97732.718539103,126688.877345707,1117.56321010024,5760.4322283305,0.00503224212452062,85057.8103660758,84699.7697788183,63646.6482361251,12674.9081730272,2429393.27633321,0.867727365190533,1.28975587832427,0.00882132065193575,0.999999999999998,126688.877345707,2.53175235467609e-10,98227.0206903873,8.21488399399578e-11,1117.56321010022,1.47529355747028e-11,"3. Totalmente renovable"
16,2037,98600.877552694,98116.2724010914,127171.061431519,1121.81671053445,5626.01374729512,0.00491481580722908,85393.1229053987,85073.6266411249,63966.1445003988,12723.1494956927,2438639.66639183,0.815511419202791,1.28975587832427,0.00882132065193575,0.999999999999998,127171.061431518,2.54138832841126e-10,98600.877552694,8.24615024571168e-11,1121.81671053443,1.48090859716609e-11,"3. Totalmente renovable"
17,2038,98931.5324932891,98454.0607971424,127597.525584848,1125.57868757752,5524.6712287089,0.00482628424035699,85688.2446199241,85404.28158172,64250.1075386029,12765.8161772183,2446817.56778619,0.769658283017584,1.28975587832427,0.00882132065193575,0.999999999999998,127597.525584848,2.54991079421093e-10,98931.532493289,8.27380345111218e-11,1125.57868757751,1.48587477755288e-11,"3. Totalmente renovable"
18,2039,99223.1450996281,98750.8470953393,127973.634658067,1128.89646631249,5448.74726761938,0.00475995800994392,85947.4021375526,85695.894188059,64501.6154880966,12803.4449577866,2454029.85723725,0.729472899751062,1.28975587832427,0.00882132065193575,0.999999999999998,127973.634658067,2.55742696336238e-10,99223.145099628,8.29819148319769e-11,1128.89646631247,1.49025457240347e-11,"3. Totalmente renovable"
19,2040,99479.6822908524,99011.0687276423,128304.505008458,1131.8151797675,5392.29951914874,0.00471064595723175,86174.5210113796,85952.4313792833,64723.7051201929,12836.5477162627,2460374.64630964,0.694315843598084,1.28975587832427,0.00882132065193575,0.999999999999998,128304.505008457,2.56403908122342e-10,99479.6822908523,8.31964610180712e-11,1131.81517976749,1.49410756176225e-11,"3. Totalmente renovable"
20,2041,99704.8654394472,99238.8123947346,128594.936298057,1134.37716730042,5350.7238844833,0.00467432599862028,86373.2077477976,86177.6145278781,64919.2983401124,12865.6046469371,2465943.9736016,0.66360479171788,1.28975587832427,0.00882132065193575,0.999999999999998,128594.936298057,2.56984306430955e-10,99704.8654394471,8.33847853131692e-11,1134.3771673004,1.49748963775354e-11,"3. Totalmente renovable"
21,2042,99902.1410489795,99437.8071421913,128849.373675102,1136.62164098916,5320.45953886148,0.00464788744177725,86546.7466663181,86374.8901374104,65091.1548690201,12891.0604758732,2470823.07953411,0.636813614819325,1.28975587832427,0.00882132065193575,0.999999999999998,128849.373675101,2.57492774452731e-10,99902.1410489794,8.35497700837305e-11,1136.62164098915,1.500452564184e-11,"3. Totalmente renovable"
22,2043,100074.668490615,99611.429917888,129071.891957123,1138.58454610579,5298.75814753888,0.00462892937556875,86698.1070394226,86547.4175790455,65241.8443293972,12913.3228784655,2475090.103045,0.613469964340861,1.28975587832427,0.00882132065193575,0.999999999999998,129071.891957122,2.57937455308911e-10,100074.668490614,8.36940575627614e-11,1138.58454610577,1.50304379235464e-11,"3. Totalmente renovable"
23,2044,100225.319824078,99762.719534682,129266.195400034,1140.29855907948,5283.50340910394,0.00461560302533875,86829.9570783451,86698.0689125084,65373.7324952339,12932.7624563369,2478816.07716102,0.593151966265299,1.28975587832427,0.00882132065193575,0.999999999999998,129266.195400034,2.58325751589862e-10,100225.319824077,8.38200497000817e-11,1140.29855907947,1.5053064583718e-11,"3. Totalmente renovable"
24,2045,100356.687926616,99894.3959909449,129435.628182507,1141.79317998263,5273.07004527752,0.00460648856814758,86944.6822046701,86829.4370150469,65488.977684857,12949.7137862748,2482065.13004676,0.575484441770941,1.28975587832427,0.00882132065193575,0.999999999999998,129435.628182507,2.58664346307073e-10,100356.687926616,8.39299149607076e-11,1141.79317998261,1.50727950523782e-11,"3. Totalmente renovable"
25,2046,100471.100090757,100008.882900556,129583.19194376,1143.09488723724,5266.21369692664,0.00460049894729552,87044.4057257126,86943.8491791878,65589.5342313818,12964.4771748432,2484894.82131033,0.560134940512832,1.28975587832427,0.00882132065193575,0.999999999999998,129583.19194376,2.5895923794069e-10,100471.100090757,8.40255996968742e-11,1143.09488723723,1.50899788707886e-11,"3. Totalmente renovable"
26,2047,100570.634980791,100108.331400004,129711.56765328,1144.22733053484,5261.98502447789,0.00459680483150978,87131.0105536092,87043.3840692221,65677.1607157689,12977.3208463943,2487356.56137849,0.546809777307077,1.28975587832427,0.00882132065193575,0.999999999999998,129711.56765328,2.59215784144011e-10,100570.634980791,8.41088423290176e-11,1144.22733053482,1.51049282381804e-11,"3. Totalmente renovable"
27,2048,100657.141401656,100194.644371474,129823.139818103,1145.21154437657,5259.66275485482,0.00459477612557966,87206.1610065271,87129.8904900865,65753.4312322096,12988.483364947,2489496.07569676,0.535250195981842,1.28975587832427,0.00882132065193575,0.999999999999998,129823.139818102,2.59438750119339e-10,100657.141401655,8.41811890424923e-11,1145.21154437656,1.51179208306956e-11,"3. Totalmente renovable"
28,2049,100732.257766779,100269.500178164,129920.021591579,1146.06616956574,5258.70155103322,0.00459393642984684,87271.3240319072,87205.0068552102,65819.7484089066,12998.1761462565,2491353.88621663,0.525228737091879,1.28975587832427,0.00882132065193575,0.999999999999998,129920.021591579,2.59632358795384e-10,100732.257766779,8.42440100688458e-11,1146.06616956572,1.51292027253055e-11,"3. Totalmente renovable"
29,2050,100797.431481407,100334.375376514,130004.079773132,1146.80767373863,5258.69147073582,0.0045939276238241,87327.7894175357,87270.1805698376,65877.3572566048,13006.585958978,2492965.79079234,0.516545853340648,1.28975587832427,0.00882132065193575,0.999999999999998,130004.079773132,2.59800340786806e-10,100797.431481407,8.42985158964032e-11,1146.80767373862,1.51389913110359e-11,"3. Totalmente renovable"
1,2022,87862.8050418614,85227.5784024105,182441.97,7487.25,34332.5807866212,0.0299925166080836,73890.0362688622,74335.5541302923,56588.8123417773,11337.5421335483,2173061,2.49219083886239,2.07644144656066,0.0410390766992924,0.348482314677923,63577.8000000001,118864.17,49294.4448391306,38568.3602027308,560.840160144643,6926.40983985536,"4. PND"
2,2023,87479.9179139449,84874.9553261453,177905.962121314,7241.50325557106,34086.8340421922,0.0297778353011502,73586.8197525523,73952.6670023758,56222.9650919539,11288.1355735929,2163591.26949594,2.5595764049285,2.03367774414606,0.0407041066483937,0.370943139707581,65992.9961619783,111912.965959336,51167.0442996705,36312.8736142743,593.455245910378,6648.04800966069,"4. PND"
3,2024,87196.6114610738,84632.4999107174,173600.958149255,7008.12079298328,33661.2972907984,0.0294060916748014,73380.9213175737,73669.3605495047,55934.5258600229,11251.5785931437,2156584.41143479,2.60981737741186,1.99091404173147,0.040369136597495,0.394368856256835,68462.8113104122,105138.146838843,53081.9920738515,34114.6193872223,628.843105272239,6379.27768771104,"4. PND"
4,2025,87003.707634847,84487.4678166393,169496.302550653,6785.64320534513,33106.0840162036,0.0289210642466914,73260.7809311588,73476.456723278,55718.8500679037,11226.6868854805,2151813.43034303,2.64421377965179,1.94815033931687,0.0400341665465963,0.418823005110458,70988.9507893758,98507.3517612772,55040.6103840435,31963.0972508036,667.454086522477,6118.18911882265,"4. PND"
5,2026,86879.2972055971,84409.05083922,167471.35343491,6661.18232171798,32547.4907815523,0.0284330841274116,73198.4174872319,73352.0462940281,55565.2212611076,11210.6333519881,2148736.45765057,2.66647824521272,1.92763246045366,0.0397750551667151,0.430941201677024,72170.3062957176,95301.0471391921,55956.5631827054,30922.7340228918,685.099809293666,5976.08251242431,"4. PND"
6,2027,86812.5987476058,84386.3873533014,165561.572937319,6542.3218094509,31991.8550599708,0.0279476876548553,73184.3605621596,73285.3478360367,55464.2339872304,11202.0267911418,2147086.84246071,2.67844086454258,1.90711458159044,0.0395159437868339,0.443320147850975,73396.7809930124,92164.7919443068,56907.4987185746,29905.1000290312,703.8607380184,5838.4610714325,"4. PND"
7,2028,86794.3500206429,84410.24770542,163745.934564298,6428.14671051048,31443.217290268,0.0274684045062362,73210.5756730493,73267.0991090738,55407.7105512059,11199.6720323707,2146635.50703107,2.68171704568877,1.88659670272723,0.0392568324069527,0.45596835106082,74662.9637761958,89082.970788102,57889.221542609,28905.1284780339,723.761924574097,5704.38478593638,"4. PND"
8,2029,86816.6409988613,84472.8238212873,162006.695326979,6317.89190887931,30903.9716562481,0.0269973262108207,73270.2754306598,73289.3900872922,55388.5958945735,11202.5483906276,2147186.81717187,2.67771534834206,1.86607882386401,0.0389977210270715,0.468894692898013,75964.079652766,86042.6156742134,58898.0294096145,27918.6115892468,744.841752523521,5573.05015635579,"4. PND"
9,2030,86872.7512754746,84567.5365940497,160328.956938784,6210.92087799274,30375.3536914921,0.0265355321154157,73357.7479084541,73345.5003639055,55400.8434391221,11209.7886855957,2148574.56086784,2.66765146947485,1.8455609450008,0.0387386096471902,0.482108449915592,77295.944906341,83033.0120324433,59930.6785147347,26942.0727607399,767.152867975039,5443.7680100177,"4. PND"
10,2031,86957.7004061927,84689.9274618331,158878.293593995,6101.70375970528,29852.7996262439,0.0260790353673854,73469.1772055447,73430.4494946236,55439.5711500432,11220.7502562884,2150675.55961082,2.65243980062344,1.82707561092175,0.0384048923341151,0.494267359333997,78528.3546301952,80349.9389637994,60886.2157172132,26071.4846889795,786.403022497836,5315.30073720745,"4. PND"
11,2032,87066.7808883865,84835.3573643847,157468.133350729,5994.99686503204,29337.4972687748,0.0256288736212985,73600.5317031257,73539.5299768174,55500.5728763516,11234.825661259,2153373.38540415,2.63295050870071,1.80859027684269,0.0380711750210399,0.506674817586832,79785.1377412196,77682.9956095093,61860.6505944996,25206.1302938868,806.676177920652,5188.32068711139,"4. PND"
12,2033,87195.9934081909,84999.9149945095,156089.978789188,5890.43897319409,28830.0141693227,0.025185542682001,73748.4161529808,73668.7424966218,55580.2465327105,11251.4988415287,2156569.12548285,2.60992733850386,1.79010494276364,0.0377374577079647,0.519338524515818,81063.5392760822,75026.4395131059,62851.8471118775,24344.1462963134,828.027977072831,5062.41099612126,"4. PND"
13,2034,87341.954572175,85180.3136992832,154736.719380903,5787.73208128017,28330.496103845,0.0247491698975607,73909.9804847141,73814.7036606059,55675.5233568188,11270.3332145691,2160179.1002932,2.58400182140994,1.77161960868458,0.0374037403948895,0.532266501327698,82361.1722517992,72375.5471291041,63857.9545447066,23484.0000274684,850.527179492676,4937.20490178749,"4. PND"
14,2035,87501.812664711,85373.7999859114,153402.426872617,5686.63150497424,27838.8123731591,0.0243196410907934,74082.8391820154,73974.5617531419,55783.8007856923,11290.960803896,2164132.77996754,2.55570717859539,1.75313427460553,0.0370700230818143,0.545467107536877,83675.9780753437,69726.4487972734,64877.3767823883,22624.4358823227,874.256889359622,4812.37461561462,"4. PND"
15,2036,87673.9474998451,85579.2475133046,152239.744115921,5581.48807441736,27349.2116111043,0.0238919319395786,74266.0749675339,74146.696588276,55903.1791649501,11313.1725457708,2168390.09336419,2.52535494173139,1.7364308150513,0.0366624898565739,0.557636979128535,84894.5110121034,67345.2331038178,65822.1547494737,21851.7927503714,894.435384515452,4687.05268990191,"4. PND"
16,2037,87856.4523424972,85794.7376113421,151089.144450317,5477.73037951153,26862.625299485,0.0234668561748638,74458.0152102923,74329.2014309281,56031.9929443143,11336.7224010498,2172903.88228419,2.49330407968194,1.71972735549707,0.0362549566313334,0.570043259075577,86127.3483133997,64961.7961369178,66778.0234700707,21078.4288724265,915.637481588892,4562.09289792264,"4. PND"
17,2038,88047.6834192003,86018.6304341445,149947.308845309,5375.22466878198,26379.648031058,0.023044933225504,74657.2321718092,74520.4325076312,56168.7926084923,11361.3982623353,2177633.49220927,2.45986329807462,1.70302389594285,0.035847423406093,0.582692903541236,87373.2327692674,62574.0760760413,67744.0081783447,20303.6752408555,937.944596467804,4437.28007231418,"4. PND"
18,2039,88246.2304009596,86249.5294766681,148811.421759397,5273.86044480956,25900.6342323587,0.0226264727141233,74862.5113314926,74718.9794893905,56312.3244505944,11387.0181451755,2182544.04227108,2.42529653297275,1.68632043638862,0.0354398901808526,0.595593144299447,88631.0625933503,60180.3591660464,68719.2546146836,19526.975786276,961.451722808606,4312.40872200096,"4. PND"
19,2040,88450.8880994864,86486.2490287754,147679.104386981,5173.54709976985,25425.7704287514,0.0222116375869656,75072.8224929402,74923.6371879173,56461.5097556173,11413.4265358352,2187605.72523017,2.38982832298571,1.66961697683439,0.0350323569556122,0.608751502521406,89899.8766865904,57779.227700391,69703.0176000392,18747.8704994472,986.269315878511,4187.27778389134,"4. PND"
20,2041,88661.5206968837,86729.133467007,146684.511641516,5068.04669202804,24948.9645265098,0.0217951058665367,75288.5275582102,75134.2697853146,56615.7675285128,11440.6059087968,2192815.18197941,2.35349561610395,1.65443261618534,0.0345506600206973,0.620943722946659,91082.8267572956,55601.6848842206,70620.2067290719,18041.3139678118,1007.06214399516,4060.98454803288,"4. PND"
21,2042,88877.3800574581,86977.3461636514,145692.090215824,4963.57844345339,24471.6722177154,0.0213781492273783,75508.8864366858,75350.129145889,56774.5248193095,11468.4597269656,2198153.90930238,2.31644000225087,1.63924825553629,0.0340689630857823,0.633361816507875,92275.8069099237,53416.2833059007,71545.1725870901,17332.207470368,1028.95004907358,3934.62839437981,"4. PND"
22,2043,89097.7746518013,87230.1321059926,144700.478926791,4860.09349787209,23994.9828809138,0.0209617193370715,75733.2333484477,75570.5237402322,56937.234427525,11496.8987575449,2203604.80399382,2.27879109434424,1.62406389488725,0.0335872661508674,0.646012118680834,93478.2629656274,51222.2159611632,72477.485496775,16620.2891550264,1052.03894596304,3808.05455190905,"4. PND"
23,2044,89322.0744949437,87486.8163464517,143708.457610615,4757.55029034597,23519.7067580141,0.0205465240128957,75960.9746372111,75794.8235833746,57103.3854813614,11525.8417092406,2209152.28499225,2.24066583052966,1.6088795342382,0.0331055692159524,0.65890120411435,94689.67576105,49018.7818495647,73416.742929737,15905.3315652067,1076.45055257975,3681.09973776622,"4. PND"
24,2045,89549.7120226923,87746.7999352203,142714.943846863,4655.9141006555,23046.4426731321,0.0201330863801686,76191.5845898796,76022.4611111232,57272.5089601178,11555.2153453407,2214782.31505391,2.2021685181173,1.59369517358915,0.0326238722810375,0.672035898024194,95909.565449599,46805.378397264,74362.5728414673,15187.1391812251,1102.32519427178,3553.58890638372,"4. PND"
25,2046,89781.1581891175,88011.0351797833,141839.119175096,4548.49852387514,22568.9724538812,0.0197159743206426,76425.9547434949,76253.9072775484,57444.5564260644,11585.0804362883,2220506.5420191,2.16322724550926,1.57983169337516,0.0320680116340835,0.684248506051521,97053.2053952232,44785.913779873,75249.2832374765,14531.8749516409,1123.56261114582,3424.93591272932,"4. PND"
26,2047,90016.1060667091,88279.0820075433,140962.36077301,4442.02719618131,22089.1576232268,0.0192968140376844,76663.6846304276,76488.85515514,57619.385901352,11615.3973771157,2226317.37482354,2.12390161937968,1.56596821316116,0.0315121509871295,0.696677349949187,98205.2839459219,42757.0768270882,76142.5364259757,13873.5696407334,1146.0184128258,3296.00878335551,"4. PND"
27,2048,90254.2184090023,88550.5021313306,140083.99956106,4336.48096242518,21608.4345880151,0.018876860358493,76904.379480739,76726.9674974332,57796.7978846579,11646.1226505916,2232206.47254139,2.08425522278954,1.55210473294717,0.0309562903401755,0.709328224007319,99365.5346204887,40718.4649405712,77042.1257932862,13212.092615716,1169.82646784483,3166.65449458035,"4. PND"
28,2049,90495.148736647,88824.8726143651,139203.370958935,4231.84229189652,21127.9089727439,0.0184570791429124,77147.6610662631,76967.8978250779,57976.5611258431,11677.211548102,2238165.2658951,2.04435197830437,1.53824125273317,0.0304004296932215,0.722207131401422,100533.66722166,38669.7037372744,77947.8263377097,12547.3223989373,1195.14098893547,3036.70130296105,"4. PND"
29,2050,90738.5554989598,89101.7941720617,138319.837113112,4128.09592919075,20648.4300318911,0.0180382122891174,77393.174175049,77211.3045873907,58158.4307135014,11708.6199970127,2244185.30750504,2.00425376462735,1.52437777251918,0.0298445690462675,0.735320293690939,101709.383249297,36610.4538638157,78859.4066199906,11879.1488789692,1222.14071017576,2905.95521901499,"4. PND"
